inside_temp,seat_heater_rear_right_back,fan_status,is_preconditioning,seat_heater_left,seat_heater_rear_right,is_front_defroster_on,min_avail_temp,is_rear_defroster_on,battery_heater,max_avail_temp,passenger_temp_setting,side_mirror_heaters,battery_heater_no_power,right_temp_direction,driver_temp_setting,seat_heater_right,left_temp_direction,timestamp,seat_heater_rear_center,wiper_blade_heater,is_auto_conditioning_on,seat_heater_rear_left,smart_preconditioning,is_climate_on,seat_heater_rear_left_back,steering_wheel_heater,outside_temp
22.2,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536298884556,False,False,False,False,False,False,0,False,22.0
22.1,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536299353642,False,False,False,False,False,False,0,False,22.0
26.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536300258483,False,False,False,False,False,False,0,False,24.5
28.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536300691406,False,False,False,False,False,False,0,False,25.0
28.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536301164204,False,False,False,False,False,False,0,False,25.0
27.9,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536302070561,False,False,False,False,False,False,0,False,25.0
27.9,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536302500761,False,False,False,False,False,False,0,False,25.0
27.9,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536302977065,False,False,False,False,False,False,0,False,25.0
26.6,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536303883396,False,False,False,False,False,False,0,False,25.0
26.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536304307111,False,False,False,False,False,False,0,False,25.0
25.8,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536304790170,False,False,False,False,False,False,0,False,25.0
27.8,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536305697723,False,False,False,False,False,False,0,False,25.0
26.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536306113966,False,False,False,False,False,False,0,False,25.0
25.7,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536306603641,False,False,False,False,False,False,0,False,25.0
24.9,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536338143555,False,False,False,False,False,False,0,False,20.0
25.2,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536338559604,False,False,False,False,False,False,0,False,19.0
25.9,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536339048070,False,False,False,False,False,False,0,False,20.0
22.0,0,2,False,False,False,False,15.0,False,False,28.0,22.2,False,,-25,22.2,False,-64,1536339953720,False,False,True,False,False,True,0,False,20.0
22.3,0,2,False,False,False,False,15.0,False,False,28.0,22.2,False,,-123,22.2,False,-118,1536340366126,False,False,True,False,False,True,0,False,20.5
22.0,0,2,False,False,False,False,15.0,False,False,28.0,22.2,False,,-159,22.2,False,-126,1536340858503,False,False,True,False,False,True,0,False,20.0
27.5,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536341763262,False,False,False,False,False,False,0,False,20.0
28.7,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536342173665,False,False,False,False,False,False,0,False,20.0
30.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536342668254,False,False,False,False,False,False,0,False,20.0
32.1,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536343588687,False,False,False,False,False,False,0,False,20.0
33.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536343984618,False,False,False,False,False,False,0,False,20.0
34.1,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536344493508,False,False,False,False,False,False,0,False,20.0
36.1,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536345397930,False,False,False,False,False,False,0,False,24.5
37.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536345792055,False,False,False,False,False,False,0,False,25.0
38.1,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536346304131,False,False,False,False,False,False,0,False,25.0
40.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536347208809,False,False,False,False,False,False,0,False,25.5
40.8,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536347599365,False,False,False,False,False,False,0,False,26.0
41.7,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536348114814,False,False,False,False,False,False,0,False,25.5
43.2,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536349019938,False,False,False,False,False,False,0,False,25.5
43.7,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536349406871,False,False,False,False,False,False,0,False,26.0
44.4,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536349924912,False,False,False,False,False,False,0,False,26.0
45.5,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536350831097,False,False,False,False,False,False,0,False,26.5
46.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536351212852,False,False,False,False,False,False,0,False,27.0
46.6,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536351737450,False,False,False,False,False,False,0,False,27.0
47.6,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536352643608,False,False,False,False,False,False,0,False,27.5
48.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536353020543,False,False,False,False,False,False,0,False,27.5
48.5,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536353549396,False,False,False,False,False,False,0,False,28.5
49.3,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536354454425,False,False,False,False,False,False,0,False,29.0
49.6,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536354826645,False,False,False,False,False,False,0,False,29.0
50.1,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536355359156,False,False,False,False,False,False,0,False,29.0
50.3,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536356263858,False,False,False,False,False,False,0,False,29.5
49.3,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536356634943,False,False,False,False,False,False,0,False,28.5
48.4,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536357168432,False,False,False,False,False,False,0,False,29.0
48.4,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536357219601,False,False,False,False,False,False,0,False,28.5
48.4,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536357242801,False,False,False,False,False,False,0,False,28.5
47.7,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536358074251,False,False,False,False,False,False,0,False,29.0
47.5,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536358451183,False,False,False,False,False,False,0,False,29.0
47.3,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536358980840,False,False,False,False,False,False,0,False,29.5
47.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536359658598,False,False,False,False,False,False,0,False,30.0
47.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536359888459,False,False,False,False,False,False,0,False,30.0
22.9,0,6,False,False,False,False,15.0,False,False,28.0,22.2,False,,-492,22.2,False,-484,1536360819183,False,False,True,False,False,True,0,False,28.5
22.5,0,6,False,False,False,False,15.0,False,False,28.0,22.2,False,,-460,22.2,False,-450,1536360864083,False,False,True,False,False,True,0,False,28.0
22.0,0,4,False,False,False,False,15.0,False,False,28.0,22.2,False,,-226,22.2,False,-207,1536361725230,False,False,True,False,False,True,0,False,28.5
22.0,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536362070685,False,False,False,False,False,False,0,False,28.5
31.5,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536362630957,False,False,False,False,False,False,0,False,28.5
31.8,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536363278472,False,False,False,False,False,False,0,False,28.5
31.8,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536363539017,False,False,False,False,False,False,0,False,28.5
31.8,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536364445158,False,False,False,False,False,False,0,False,28.5
31.8,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536364486006,False,False,False,False,False,False,0,False,28.5
31.7,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536365350841,False,False,False,False,False,False,0,False,28.5
31.7,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536365691985,False,False,False,False,False,False,0,False,28.5
31.6,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536366258007,False,False,False,False,False,False,0,False,28.0
31.4,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536366897918,False,False,False,False,False,False,0,False,28.0
31.2,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536367163148,False,False,False,False,False,False,0,False,28.0
22.0,0,4,False,False,False,False,15.0,False,False,28.0,22.2,False,,-128,22.2,False,-108,1536368068074,False,False,True,False,False,True,0,False,27.5
22.0,0,4,False,False,False,False,15.0,False,False,28.0,22.2,False,,-128,22.2,False,-104,1536368104455,False,False,True,False,False,True,0,False,27.5
28.9,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536368972925,False,False,False,False,False,False,0,False,28.0
29.6,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536369310960,False,False,False,False,False,False,0,False,28.0
30.1,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536369878401,False,False,False,False,False,False,0,False,28.0
21.1,0,2,False,False,False,False,15.0,False,False,28.0,21.1,False,,-132,21.1,False,-132,1536371686038,False,False,True,False,False,True,0,False,27.5
21.1,0,2,False,False,False,False,15.0,False,False,28.0,21.1,False,,-115,21.1,False,-115,1536371719549,False,False,True,False,False,True,0,False,27.5
21.0,0,2,False,False,False,False,15.0,False,False,28.0,21.1,False,,-59,21.1,False,-59,1536372590935,False,False,True,False,False,True,0,False,23.0
21.0,0,0,False,False,False,False,15.0,False,False,28.0,21.1,False,,0,21.1,False,0,1536372926901,False,False,False,False,False,False,0,False,22.5
26.1,0,0,False,False,False,False,15.0,False,False,28.0,21.1,False,,0,21.1,False,0,1536373496941,False,False,False,False,False,False,0,False,22.5
26.8,0,0,False,False,False,False,15.0,False,False,28.0,21.1,False,,0,21.1,False,0,1536374139861,False,False,False,False,False,False,0,False,23.0
23.6,0,2,False,False,False,False,15.0,False,False,28.0,22.2,False,,-72,22.2,False,-72,1536374402205,False,False,True,False,False,True,0,False,23.0
26.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536375308751,False,False,False,False,False,False,0,False,23.0
26.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536375345883,False,False,False,False,False,False,0,False,23.5
22.2,0,2,False,False,False,False,15.0,False,False,28.0,20.6,False,,-101,20.6,False,-101,1536376215820,False,False,True,False,False,True,0,False,22.5
20.5,0,2,False,False,False,False,15.0,False,False,28.0,20.6,False,,-57,20.6,False,-57,1536376551751,False,False,True,False,False,True,0,False,22.5
20.5,0,2,False,False,False,False,15.0,False,False,28.0,20.6,False,,-53,20.6,False,-53,1536377121171,False,False,True,False,False,True,0,False,22.0
23.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536377759608,False,False,False,False,False,False,0,False,21.5
24.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536378025719,False,False,False,False,False,False,0,False,21.5
23.7,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536378931306,False,False,False,False,False,False,0,False,21.5
23.7,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536378966730,False,False,False,False,False,False,0,False,21.5
23.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536379836166,False,False,False,False,False,False,0,False,21.5
23.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536380174263,False,False,False,False,False,False,0,False,21.5
23.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536380742578,False,False,False,False,False,False,0,False,21.5
26.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536381382224,False,False,False,False,False,False,0,False,25.0
27.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536381648563,False,False,False,False,False,False,0,False,25.5
27.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536382553516,False,False,False,False,False,False,0,False,26.0
27.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536382589119,False,False,False,False,False,False,0,False,26.0
27.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536383458372,False,False,False,False,False,False,0,False,26.0
27.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536383795868,False,False,False,False,False,False,0,False,26.0
27.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536384364381,False,False,False,False,False,False,0,False,26.0
27.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536385002697,False,False,False,False,False,False,0,False,26.0
26.9,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536385269481,False,False,False,False,False,False,0,False,26.0
20.4,0,5,False,False,False,False,15.0,False,False,28.0,19.4,False,,-287,19.4,False,-288,1536437542032,False,False,True,False,False,True,0,False,25.0
23.0,0,0,False,False,False,False,15.0,False,False,28.0,19.4,False,,0,19.4,False,0,1536437914356,False,False,False,False,False,False,0,False,25.5
25.5,0,0,False,False,False,False,15.0,False,False,28.0,19.4,False,,0,19.4,False,0,1536438446908,False,False,False,False,False,False,0,False,25.5
22.1,0,4,False,False,False,False,15.0,False,False,28.0,22.2,False,,-253,22.2,False,-247,1536439122902,False,False,True,False,False,True,0,False,30.5
22.3,0,0,False,False,False,False,15.0,False,False,28.0,22.2,False,,0,22.2,False,0,1536439354547,False,False,False,False,False,False,0,False,30.5
22.2,0,5,False,False,False,False,15.0,False,False,28.0,22.2,False,,-278,22.2,False,-289,1536446751015,False,False,True,False,False,True,0,False,33.0
21.4,0,4,False,False,False,False,15.0,False,False,28.0,20.6,False,,-283,20.6,False,-283,1536447655797,False,False,True,False,False,True,0,False,34.5
21.5,0,4,False,False,False,False,15.0,False,False,28.0,20.6,False,,-283,20.6,False,-283,1536447703083,False,False,True,False,False,True,0,False,34.5
24.3,0,4,False,False,False,False,15.0,False,False,28.0,20.6,False,,-283,20.6,False,-283,1536450110859,False,False,True,False,False,True,0,False,34.0
22.8,0,4,False,False,False,False,15.0,False,False,28.0,20.6,False,,-283,20.6,False,-283,1536450363676,False,False,True,False,False,True,0,False,34.0
20.5,0,4,False,False,False,False,15.0,False,False,28.0,20.6,False,,-289,20.6,False,-290,1536451268692,False,False,True,False,False,True,0,False,29.0
20.4,0,4,False,False,False,False,15.0,False,False,28.0,20.6,False,,-284,20.6,False,-284,1536451317660,False,False,True,False,False,True,0,False,29.0
20.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536452173637,False,False,False,False,False,False,0,False,30.0
24.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536452524487,False,False,False,False,False,False,0,False,30.0
20.6,0,4,False,False,False,False,15.0,False,False,28.0,20.6,False,,-285,20.6,False,-286,1536453078882,False,False,True,False,False,True,0,False,29.5
25.1,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536453731886,False,False,False,False,False,False,0,False,29.5
25.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536453986256,False,False,False,False,False,False,0,False,29.5
27.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536454891410,False,False,False,False,False,False,0,False,29.5
27.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536454938403,False,False,False,False,False,False,0,False,29.5
28.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536455797432,False,False,False,False,False,False,0,False,29.5
28.7,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536456145868,False,False,False,False,False,False,0,False,29.5
29.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536456704272,False,False,False,False,False,False,0,False,29.0
29.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536457352772,False,False,False,False,False,False,0,False,29.0
29.8,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536457610451,False,False,False,False,False,False,0,False,29.0
30.1,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536458516736,False,False,False,False,False,False,0,False,28.5
30.1,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536458559806,False,False,False,False,False,False,0,False,28.5
29.9,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536459421601,False,False,False,False,False,False,0,False,28.5
29.8,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536459765765,False,False,False,False,False,False,0,False,28.5
30.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536460326439,False,False,False,False,False,False,0,False,28.5
25.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536464582138,False,False,False,False,False,False,0,False,27.0
29.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536464835039,False,False,False,False,False,False,0,False,27.0
28.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536467545791,False,False,False,False,False,False,0,False,27.0
28.1,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536468192863,False,False,False,False,False,False,0,False,23.5
28.1,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536468451467,False,False,False,False,False,False,0,False,22.5
26.1,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536469356548,False,False,False,False,False,False,0,False,22.5
26.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536469400210,False,False,False,False,False,False,0,False,22.5
25.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536470263300,False,False,False,False,False,False,0,False,22.5
25.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536470608510,False,False,False,False,False,False,0,False,22.5
25.1,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536471169157,False,False,False,False,False,False,0,False,22.5
24.9,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536471815748,False,False,False,False,False,False,0,False,25.0
28.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536472075151,False,False,False,False,False,False,0,False,26.0
28.8,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536472981627,False,False,False,False,False,False,0,False,26.0
28.8,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536473022531,False,False,False,False,False,False,0,False,26.0
28.9,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536473886561,False,False,False,False,False,False,0,False,26.0
28.9,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536474230800,False,False,False,False,False,False,0,False,26.0
28.9,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536474791204,False,False,False,False,False,False,0,False,26.0
28.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536475437075,False,False,False,False,False,False,0,False,26.0
27.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536475695889,False,False,False,False,False,False,0,False,26.0
27.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536478404439,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536479047045,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536479309774,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536480214125,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536480253449,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536481118846,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536481554467,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536482023567,False,False,False,False,False,False,0,False,26.0
27.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536482759944,False,False,False,False,False,False,0,False,26.0
27.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536482929210,False,False,False,False,False,False,0,False,26.0
26.7,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536483833627,False,False,False,False,False,False,0,False,26.0
26.7,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536483966032,False,False,False,False,False,False,0,False,26.0
26.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536484738959,False,False,False,False,False,False,0,False,26.0
26.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536485172119,False,False,False,False,False,False,0,False,26.0
26.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536485643373,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536486377896,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536486548294,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536487452806,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536487583271,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536488357196,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536488794989,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536489261713,False,False,False,False,False,False,0,False,26.0
27.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536490001080,False,False,False,False,False,False,0,False,26.0
27.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536490167577,False,False,False,False,False,False,0,False,26.0
26.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536491071999,False,False,False,False,False,False,0,False,26.0
26.6,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536491206863,False,False,False,False,False,False,0,False,26.0
26.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536491976719,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536492412950,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536492881441,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536493619038,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536494744602,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536494825763,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536495650129,False,False,False,False,False,False,0,False,26.0
26.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536496032245,False,False,False,False,False,False,0,False,26.0
26.2,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536496555450,False,False,False,False,False,False,0,False,26.0
27.0,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536497240998,False,False,False,False,False,False,0,False,26.0
26.8,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536497461354,False,False,False,False,False,False,0,False,26.0
26.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536498366523,False,False,False,False,False,False,0,False,26.0
26.5,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536498447297,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536499272654,False,False,False,False,False,False,0,False,26.0
26.4,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536499653248,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536500178349,False,False,False,False,False,False,0,False,26.0
26.3,0,0,False,False,False,False,15.0,False,False,28.0,20.6,False,,0,20.6,False,0,1536500860197,False,False,False,False,False,False,0,False,26.0
