managed_charging_user_canceled,charge_port_latch,battery_range,managed_charging_active,charge_current_request_max,charger_voltage,charge_limit_soc_max,charge_miles_added_rated,charge_to_max_range,charge_limit_soc_std,scheduled_charging_start_time,charge_enable_request,charging_state,charger_phases,timestamp,not_enough_power_to_heat,ideal_battery_range,managed_charging_start_time,charge_energy_added,charge_rate,fast_charger_type,usable_battery_level,scheduled_charging_pending,charge_current_request,time_to_full_charge,charge_miles_added_ideal,battery_heater_on,charger_pilot_current,charger_power,conn_charge_cable,trip_charging,fast_charger_brand,charger_actual_current,charge_port_door_open,max_range_charge_counter,battery_level,user_charge_enable_request,charge_limit_soc_min,charge_limit_soc,fast_charger_present,est_battery_range
False,Engaged,145.9,False,30,194,100,25.0,False,90,,True,Charging,1,1536171707782,,145.9,,5.9,22.2,<invalid>,47,False,30,5.5,25.0,False,30,6,SAE,False,<invalid>,30,True,0,47,,50,86,False,0.0
False,Engaged,179.66,False,30,194,100,59.0,False,90,,True,Charging,1,1536177317444,,179.66,,13.8,22.1,<invalid>,58,False,30,3.92,59.0,False,30,6,SAE,False,<invalid>,30,True,0,58,,50,86,False,0.0
False,Engaged,184.79,False,30,192,100,65.0,False,90,,True,Charging,1,1536178222952,,184.79,,15.2,22.1,<invalid>,60,False,30,3.75,65.0,False,30,6,SAE,False,<invalid>,30,True,0,60,,50,86,False,0.0
False,Engaged,190.77,False,30,193,100,70.0,False,90,,True,Charging,1,1536179128138,,190.77,,16.4,22.1,<invalid>,62,False,30,3.42,70.0,False,30,6,SAE,False,<invalid>,30,True,0,62,,50,86,False,0.0
False,Engaged,195.9,False,30,195,100,75.0,False,90,,True,Charging,1,1536180033535,,195.9,,17.6,22.1,<invalid>,63,False,30,3.17,75.0,False,30,6,SAE,False,<invalid>,30,True,0,63,,50,86,False,0.0
False,Engaged,201.45,False,30,194,100,81.0,False,90,,True,Charging,1,1536180940099,,201.45,,18.9,22.1,<invalid>,65,False,30,3.0,81.0,False,30,6,SAE,False,<invalid>,30,True,0,65,,50,86,False,0.0
False,Engaged,206.58,False,30,195,100,87.0,False,90,,True,Charging,1,1536181846116,,206.58,,20.3,22.1,<invalid>,67,False,30,2.67,87.0,False,30,6,SAE,False,<invalid>,30,True,0,67,,50,86,False,0.0
False,Engaged,212.56,False,30,195,100,92.0,False,90,,True,Charging,1,1536182752006,,212.56,,21.5,22.1,<invalid>,69,False,30,2.42,92.0,False,30,6,SAE,False,<invalid>,30,True,0,69,,50,86,False,0.0
False,Engaged,218.12,False,30,195,100,98.0,False,90,,True,Charging,1,1536183657560,,218.12,,22.9,22.1,<invalid>,70,False,30,2.17,98.0,False,30,6,SAE,False,<invalid>,30,True,0,70,,50,86,False,0.0
False,Engaged,220.68,False,30,195,100,100.0,False,90,,True,Charging,1,1536184080615,,220.68,,23.4,22.1,<invalid>,71,False,30,2.08,100.0,False,30,6,SAE,False,<invalid>,30,True,0,71,,50,86,False,0.0
False,Engaged,221.11,False,30,195,100,101.5,False,90,,True,Charging,1,1536184206106,,221.11,,23.7,22.1,<invalid>,71,False,30,2.08,101.5,False,30,6,SAE,False,<invalid>,30,True,0,71,,50,86,False,0.0
False,Engaged,221.54,False,30,195,100,101.0,False,90,,True,Charging,1,1536184235831,,221.54,,23.6,22.1,<invalid>,71,False,30,2.0,101.0,False,30,6,SAE,False,<invalid>,30,True,0,72,,50,86,False,0.0
False,Engaged,225.81,False,30,196,100,106.0,False,90,,True,Charging,1,1536184985326,,225.81,,24.8,22.1,<invalid>,73,False,30,1.83,106.0,False,30,6,SAE,False,<invalid>,30,True,0,73,,50,86,False,0.0
False,Engaged,227.09,False,30,195,100,106.5,False,90,,True,Charging,1,1536185143652,,227.09,,24.9,22.1,<invalid>,73,False,30,1.75,106.5,False,30,6,SAE,False,<invalid>,30,True,0,73,,50,86,False,0.0
False,Engaged,231.79,False,30,195,100,111.0,False,90,,True,Charging,1,1536185890290,,231.79,,26.0,22.1,<invalid>,75,False,30,1.58,111.0,False,30,6,SAE,False,<invalid>,30,True,0,75,,50,86,False,0.0
False,Engaged,232.65,False,30,195,100,112.5,False,90,,True,Charging,1,1536186049359,,232.65,,26.3,22.1,<invalid>,75,False,30,1.5,112.5,False,30,6,SAE,False,<invalid>,30,True,0,75,,50,86,False,0.0
False,Engaged,237.35,False,30,196,100,116.5,False,90,,True,Charging,1,1536186795044,,237.35,,27.3,22.1,<invalid>,77,False,30,1.33,116.5,False,30,6,SAE,False,<invalid>,30,True,0,77,,50,86,False,0.0
False,Engaged,238.21,False,30,195,100,117.5,False,90,,True,Charging,1,1536186954975,,238.21,,27.5,22.1,<invalid>,77,False,30,1.25,117.5,False,30,6,SAE,False,<invalid>,30,True,0,77,,50,86,False,0.0
False,Engaged,242.48,False,30,197,100,122.0,False,90,,True,Charging,1,1536187699876,,242.48,,28.6,22.1,<invalid>,78,False,30,1.08,122.0,False,30,6,SAE,False,<invalid>,30,True,0,78,,50,86,False,0.0
False,Engaged,243.76,False,30,197,100,123.0,False,90,,True,Charging,1,1536187823371,,243.76,,28.8,22.1,<invalid>,79,False,30,1.0,123.0,False,30,6,SAE,False,<invalid>,30,True,0,79,,50,86,False,0.0
False,Engaged,243.76,False,30,197,100,123.0,False,90,,True,Charging,1,1536187831053,,243.76,,28.8,22.1,<invalid>,79,False,30,1.0,123.0,False,30,6,SAE,False,<invalid>,30,True,0,79,,50,86,False,0.0
False,Engaged,244.19,False,48,2,100,123.5,False,90,,True,Disconnected,,1536188016792,,244.19,,28.9,0.0,<invalid>,79,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,79,,50,86,False,0.0
False,Engaged,242.48,False,48,2,100,123.5,False,90,,True,Disconnected,,1536188203002,,242.48,,28.9,0.0,<invalid>,78,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,78,,50,86,False,0.0
False,Engaged,242.48,False,48,2,100,123.5,False,90,,True,Disconnected,,1536188389615,,242.48,,28.9,0.0,<invalid>,78,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,78,,50,86,False,0.0
False,Engaged,241.62,False,48,2,100,123.5,False,90,,True,Disconnected,,1536188575296,,241.62,,28.9,0.0,<invalid>,78,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,78,,50,86,False,0.0
False,Engaged,239.06,False,48,2,100,123.5,False,90,,True,Disconnected,,1536188761428,,239.06,,28.9,0.0,<invalid>,77,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,77,,50,86,False,0.0
False,Engaged,237.35,False,48,2,100,123.5,False,90,,True,Disconnected,,1536188947724,,237.35,,28.9,0.0,<invalid>,77,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,77,,50,86,False,0.0
False,Engaged,235.21,False,48,2,100,123.5,False,90,,True,Disconnected,,1536189134099,,235.21,,28.9,0.0,<invalid>,76,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,76,,50,86,False,0.0
False,Engaged,233.5,False,48,2,100,123.5,False,90,,True,Disconnected,,1536189320393,,233.5,,28.9,0.0,<invalid>,75,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,75,,50,86,False,0.0
False,Engaged,232.22,False,48,2,100,123.5,False,90,,True,Disconnected,,1536189506477,,232.22,,28.9,0.0,<invalid>,75,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,75,,50,86,False,0.0
False,Engaged,232.22,False,48,2,100,123.5,False,90,,True,Disconnected,,1536189515200,,232.22,,28.9,0.0,<invalid>,75,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,75,,50,86,False,0.0
False,Engaged,231.37,False,48,2,100,123.5,False,90,,True,Disconnected,,1536189709586,,231.37,,28.9,0.0,<invalid>,75,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,75,,50,86,False,0.0
False,Engaged,229.23,False,48,2,100,123.5,False,90,,True,Disconnected,,1536189900305,,229.23,,28.9,0.0,<invalid>,74,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,74,,50,86,False,0.0
False,Engaged,208.29,False,48,2,100,123.5,False,90,,True,Disconnected,,1536190609816,,208.29,,28.9,0.0,<invalid>,67,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,67,,50,86,False,0.0
False,Engaged,214.27,False,48,2,100,123.5,False,90,,True,Disconnected,,1536191188391,,214.27,,28.9,0.0,<invalid>,69,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,69,,50,86,False,0.0
False,Engaged,214.27,False,48,2,100,123.5,False,90,,True,Disconnected,,1536191322473,,214.27,,28.9,0.0,<invalid>,69,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,69,,50,86,False,0.0
False,Engaged,214.27,False,48,2,100,123.5,False,90,,True,Disconnected,,1536191376533,,214.27,,28.9,0.0,<invalid>,69,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,69,,50,86,False,0.0
False,Engaged,212.56,False,48,2,100,123.5,False,90,,True,Disconnected,,1536191563675,,212.56,,28.9,0.0,<invalid>,69,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,69,,50,86,False,0.0
False,Engaged,209.57,False,48,2,100,123.5,False,90,,True,Disconnected,,1536191750256,,209.57,,28.9,0.0,<invalid>,68,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,68,,50,86,False,0.0
False,Engaged,204.44,False,48,2,100,123.5,False,90,,True,Disconnected,,1536191940267,,204.44,,28.9,0.0,<invalid>,66,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,66,,50,86,False,0.0
False,Engaged,199.74,False,48,2,100,123.5,False,90,,True,Disconnected,,1536192126828,,199.74,,28.9,0.0,<invalid>,64,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,64,,50,86,False,0.0
False,Engaged,161.28,False,48,2,100,123.5,False,90,,True,Disconnected,,1536195828116,,161.28,,28.9,0.0,<invalid>,53,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,53,,50,86,False,0.0
False,Engaged,163.85,False,48,2,100,123.5,False,90,,True,Disconnected,,1536196101983,,163.85,,28.9,0.0,<invalid>,53,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,53,,50,86,False,0.0
False,Engaged,162.99,False,48,2,100,123.5,False,90,,True,Disconnected,,1536196288021,,162.99,,28.9,0.0,<invalid>,53,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,53,,50,86,False,0.0
False,Engaged,162.14,False,48,2,100,123.5,False,90,,True,Disconnected,,1536196474428,,162.14,,28.9,0.0,<invalid>,52,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,52,,50,86,False,0.0
False,Engaged,160.85,False,48,2,100,123.5,False,90,,True,Disconnected,,1536196661024,,160.85,,28.9,0.0,<invalid>,52,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,52,,50,86,False,0.0
False,Engaged,160.85,False,48,2,100,123.5,False,90,,True,Disconnected,,1536196847234,,160.85,,28.9,0.0,<invalid>,52,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,52,,50,86,False,0.0
False,Engaged,160.85,False,48,2,100,123.5,False,90,,True,Disconnected,,1536196985879,,160.85,,28.9,0.0,<invalid>,52,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,52,,50,86,False,0.0
False,Engaged,160.43,False,48,2,100,123.5,False,90,,True,Disconnected,,1536197034172,,160.43,,28.9,0.0,<invalid>,52,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,52,,50,86,False,0.0
False,Engaged,159.15,False,48,2,100,123.5,False,90,,True,Disconnected,,1536197221086,,159.15,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,True,Disconnected,,1536197407234,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,158.29,False,48,2,100,123.5,False,90,,False,Disconnected,,1536197593447,,158.29,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.86,False,48,2,100,123.5,False,90,,False,Disconnected,,1536197779858,,157.86,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536197891002,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536197966842,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536198153450,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536198340022,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536198525774,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536198711814,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536198797061,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536198898888,,157.44,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.01,False,48,2,100,123.5,False,90,,False,Disconnected,,1536199086545,,157.01,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.01,False,48,2,100,123.5,False,90,,False,Disconnected,,1536199277159,,157.01,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,157.01,False,48,2,100,123.5,False,90,,False,Disconnected,,1536199463503,,157.01,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,156.58,False,48,2,100,123.5,False,90,,False,Disconnected,,1536199650745,,156.58,,28.9,0.0,<invalid>,51,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,51,,50,86,False,0.0
False,Engaged,156.15,False,48,2,100,123.5,False,90,,False,Disconnected,,1536199701592,,156.15,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,156.15,False,48,2,100,123.5,False,90,,True,Disconnected,,1536199836554,,156.15,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,156.15,False,48,2,100,123.5,False,90,,True,Disconnected,,1536200024668,,156.15,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,156.15,False,48,2,100,123.5,False,90,,True,Disconnected,,1536200213560,,156.15,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536200400857,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536200588036,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.73,False,48,2,100,123.5,False,90,,False,Disconnected,,1536200607200,,155.73,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.73,False,48,2,100,123.5,False,90,,False,Disconnected,,1536200774022,,155.73,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.73,False,48,2,100,123.5,False,90,,False,Disconnected,,1536200960334,,155.73,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536201147423,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536201335321,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536201512299,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536201520943,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536201707952,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.3,False,48,2,100,123.5,False,90,,False,Disconnected,,1536201894697,,155.3,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,155.73,False,48,2,100,123.5,False,90,,False,Disconnected,,1536202081705,,155.73,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536202267686,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536202417318,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536202468633,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536202657313,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536202844468,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203030371,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203216333,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203323215,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203402853,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203589153,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203776377,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203938985,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536203951791,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.87,False,48,2,100,123.5,False,90,,False,Disconnected,,1536204228252,,154.87,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536205134422,,154.44,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,154.44,False,48,2,100,123.5,False,90,,False,Disconnected,,1536206040428,,154.44,,28.9,0.0,<invalid>,50,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,50,,50,86,False,0.0
False,Engaged,153.16,False,48,2,100,123.5,False,90,,False,Disconnected,,1536206946008,,153.16,,28.9,0.0,<invalid>,49,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,49,,50,86,False,0.0
False,Engaged,151.88,False,48,2,100,123.5,False,90,,False,Disconnected,,1536207558775,,151.88,,28.9,0.0,<invalid>,49,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,49,,50,86,False,0.0
False,Engaged,151.03,False,48,2,100,123.5,False,90,,False,Disconnected,,1536207851089,,151.03,,28.9,0.0,<invalid>,49,False,48,0.0,123.5,False,48,0,<invalid>,False,<invalid>,0,False,0,49,,50,86,False,0.0
False,Engaged,150.6,False,24,2,100,0.5,False,90,1536219000,False,Stopped,,1536208755773,,150.6,,0.1,0.0,MCSingleWireCAN,49,True,24,0.0,0.5,False,24,0,SAE,False,<invalid>,0,True,0,49,,50,68,False,0.0
False,Engaged,150.6,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536209660602,,150.6,,0.0,0.0,MCSingleWireCAN,49,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,49,,50,68,False,0.0
False,Engaged,150.17,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536210574112,,150.17,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,68,False,0.0
False,Engaged,150.17,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536211165202,,150.17,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,68,False,0.0
False,Engaged,150.17,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536211481999,,150.17,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,68,False,0.0
False,Engaged,150.17,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536212387056,,150.17,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,68,False,0.0
False,Engaged,149.74,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536213292867,,149.74,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,75,False,0.0
False,Engaged,149.74,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536214198034,,149.74,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,74,False,0.0
False,Engaged,149.74,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536214771486,,149.74,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,74,False,0.0
False,Engaged,149.74,False,24,2,100,0.0,False,90,1536219000,False,Stopped,,1536215104847,,149.74,,0.0,0.0,MCSingleWireCAN,48,True,24,0.0,0.0,False,24,0,SAE,False,<invalid>,0,True,0,48,,50,74,False,0.0
False,Engaged,152.74,False,24,244,100,1.5,False,90,1536305400,True,Charging,1,1536219612063,,152.74,,0.4,22.4,MCSingleWireCAN,49,False,24,3.33,1.5,False,24,6,SAE,False,<invalid>,24,True,0,49,,50,74,False,0.0
False,Engaged,158.72,False,24,245,100,7.5,False,90,1536305400,True,Charging,1,1536220518051,,158.72,,1.8,22.6,MCSingleWireCAN,51,False,24,3.08,7.5,False,24,6,SAE,False,<invalid>,24,True,0,51,,50,74,False,0.0
False,Engaged,163.85,False,24,243,100,13.5,False,90,1536305400,True,Charging,1,1536221426382,,163.85,,3.2,22.7,MCSingleWireCAN,53,False,24,2.83,13.5,False,24,6,SAE,False,<invalid>,24,True,0,53,,50,74,False,0.0
False,Engaged,167.69,False,24,243,100,17.0,False,90,1536305400,True,Charging,1,1536222015802,,167.69,,4.0,22.8,MCSingleWireCAN,54,False,24,2.67,17.0,False,24,6,SAE,False,<invalid>,24,True,0,54,,50,74,False,0.0
False,Engaged,169.83,False,24,245,100,19.0,False,90,1536305400,True,Charging,1,1536222332845,,169.83,,4.4,22.8,MCSingleWireCAN,55,False,24,2.58,19.0,False,24,6,SAE,False,<invalid>,24,True,0,55,,50,74,False,0.0
False,Engaged,175.81,False,24,244,100,25.0,False,90,1536305400,True,Charging,1,1536223275285,,175.81,,5.8,22.8,MCSingleWireCAN,57,False,24,2.33,25.0,False,24,6,SAE,False,<invalid>,24,True,0,57,,50,74,False,0.0
False,Engaged,181.79,False,24,244,100,31.0,False,90,1536305400,True,Charging,1,1536224179051,,181.79,,7.2,22.9,MCSingleWireCAN,59,False,24,2.08,31.0,False,24,6,SAE,False,<invalid>,24,True,0,59,,50,74,False,0.0
