time,odometer,bat_range,bat_level,temp_in,temp_out
1535171675671,1096.641292,104.51,34,28.7,19.5
1535179186782,1096.641292,104.94,34,22.7,17.0
1535212048590,1096.641292,103.67,34,16.4,16.5
1535212153381,1096.641292,103.67,34,16.4,16.5
1535226841265,1100.64603,98.61,32,27.0,24.0
1535241247471,1100.64603,99.03,32,43.5,32.0
1535258029569,1100.64603,99.03,32,26.9,17.5
1535266200620,1100.64603,98.61,32,21.0,15.5
